categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Biscuits|U|Fourrés ronds goût tout chocolat|e|Farine de BLÉ46.6%, sucre, graisses de palme et de palmiste, cacao maigre en poudre 6.6%, sirop de glucose, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, amidon de riz, LACTOSE, LAIT écrémé en poudre, LAIT entier en poudre, sel, farine de SEIGLE 0.1%, extrait de malt d'ORGE, arôme, protéines de LAIT, émulsifiant : lécithines de tournesol, correcteur d'acidité : acide citrique. Traces éventuelles d oeufs.|2001|19|35|3.9|6.5|0.5|||||||||||||||||0|en:gluten,en:milk|E322 - Lécithines,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|P'tit Déj Chocolat|d|Céréales 54.9 % [farine de _blé_, flocons d'_avoine_, farine d'_orge_, farine de _seigle_, farine complète d'_épeautre_], sucre, pépites de chocolat 13 %, huile de tournesol, cacao en poudre, _lait_ écrémé en poudre, poudres à lever : diphosphates - carbonates de sodium - carbonates d'ammonium, arômes, émulsifiants : lécithines de colza - E472e, sel.|1929|17.5|28|5|8.5|0.95|||||||||||||||||0|blé, avoine, orge, seigle, épeautre, soja, lait|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Petit Beurre Tablette Chocolat au Lait|e|Chocolat au lait 48%, farine de BLE 37.6%, sucre, BEURRE pâtissier 6.5%, OEUFS, LAIT écrémé en poudre, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel. Traces éventuelles de fruits à coque.|2076|23|37|2.9|6.4|0.5|||||||||||||||||0|en:eggs,en:gluten,en:milk|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Galettes bretonnes pur beurre|e|Farine de BLE56%, sucre, BEURRE 24%, OEUFS, sel, LAIT écrémé en poudre, poudre à lever : carbonates d'ammonium, arôme naturel de vanille. Trace éventuelles de fruits à coque et de graines de sésame.|2052|21|29|2|5.7|0.85|||||||||||||||||0|en:eggs,en:gluten,en:milk|E503 - Carbonates d'ammonium|
Biscuits|U|Assortiment dessert colore|d|Farine de BLE, sucre, graisse de coprah, denrée alimentaire colorante : extrait de betterave rouge, huile de colza, LAIT écrémé en poudre, arôme vanille, sel, émulsifiant : lécithines de colza, BEURRE pâtissier, extrait de malt d'ORGE, poudres à lever : carbonates de sodium et diphosphates, antioxydant : alpha-tocophérol, colorant : extrait de paprika. Traces éventuelles de soja.|1810|7.3|37|1.7|6.8|0.53|||||||||||||||||0|en:gluten,en:milk|E160c - Extrait de paprika,E307 - Alphatocophérol,E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Biscuits|U|Assortiment de 25 Biscuits|e|Farine de blé, sucre, chocolat au lait 14%, chocolat noir 10%, chocolat blanc 8%, beurre pâtissier, blancs d'oeufs, huile de tournesol, sirop de sucre inverti et partiellement inverti, noix de coco 1.4%, amidon de blé, poudre à lever : carbonates de sodium - carbonates d'ammonium - diphosphates - tartrates de potassium, oeufs entiers, sel, jaune d'oeufs en poudre, caramel aromatique en poudre, lactosérum en poudre et protéines de lait, lait écrémé en poudre, émulsifiants : lécithine de tournesol et mono - et diglycérides d'acides gras, cannelle en poudre, arômes, poudre d'amande, extrait de malt d'orge.|2060|22|41.5|2.8|6|0.6|||||||||||||||||0||E322 - Lécithines,E322i - Lécithine,E336 - Tartrates de potassium,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Biscuit craquant|d|Farine de BLE73%, sucre, huile de tournesol, sirop de glucose, LACTOSERUM en poudre, poudres à lever: carbonates d'ammonium - carbonates de sodium - diphosphates, sel, LAIT écrémé en poudre, arôme, protéines de LAIT. Traces éventuelles d'oeufs.|1840|11|24|1.9|7.5|0.99|||||||||||||||||0|en:gluten,en:milk|E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U|Petit Craquant|c|Farine de _blé_ 73%, sucre, huile de tournesol, sirop de glucose, _lactosérum_ en poudre, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates, sel, _lait_ écrémé en poudre, arôme, protéines de _lait_.|1850|10.6|24|3.1|7.5|0.9|||||||||||||||||0|blé, lactosérum, lait, lait|E450 - Sels métalliques de diphosphates,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Bio, U|Sablés nappés au chocolat au lait|e|Farine de BLE*, chocolat au LAIT* 25%, sucre de canne*, huile de colza*, BEURRE*, poudre de LAIT écrémé*, sirop d'ORGE malté*, noix de coco*, poudres à lever : carbonates d'ammonium - carbonates de sodium, émulsifiant: lécithines, sel marin, arôme naturel de vanille, OEUFS en poudre*. Traces éventuelles de soja, de fruits à coque, de graines de sésame et d'arachide. *Ingrédient issu de l'agriculture biologique.|2088|24|28|3|9.2|0.67|||||||||||||||||0|en:eggs,en:gluten,en:milk|E322 - Lécithines,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Bio, U|Goûters fourrés au chocolat noir|d|Farine de BLÉ* 49%, sucre de canne*, huile de tournesol*, chocolat noir* 5%, poudre de LAIT écrémé*, poudre de cacao maigre*, beurre de cacao*, OEUFS*, BEURRE*, sel, poudres à lever : carbonates d'ammonium - carbonates de sodium, épaississant : gomme d'acacia*, émulsifiant : lécithines de tournesol, amidon de BLE*. Traces éventuelles de fruits à coque et de graines de sésame. * Ingrédient issu de l'agriculture biologique.|1965|18|29|2.1|8.2|0.56|||||||||||||||||0|en:eggs,en:gluten,en:milk|E322 - Lécithines,E414 - Gomme d'acacia,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Bio, U|Tartelette au citron et farine d'épeautre|e|Farine d'EPEAUTRE*34%, sucre de canne*, sucre mi-blanc de canne*, BEURRE pâtissier*, OEUFS*, purée de citron* 6.3%, purée de pomme*, arôme naturel de citron*, huile de colza*, farine de BLE*, poudres à lever : phosphates de calcium et carbonates de sodium, acidifiant : acide citrique, gélifiant : pectines, correcteur d'acidité ; carbonates de potassium, caramel. Traces éventuelles de fruits à coque et de soja. *Ingrédient issu de l'agriculture biologique.|1768|14|43|3.6|5.6|0.13|||||||||||||||||0|en:eggs,en:gluten,en:milk|E330 - Acide citrique,E341 - Phosphates de calcium,E440 - Pectines,E500 - Carbonates de sodium,E501 - Carbonates de potassium|
Biscuits|U Bio, U|Sablés céréales nappés chocolat au lait|e|Céréales*49%, chocolat au lait*27%, BEURRE*, sucre roux de canne*, sucre de canne*, huile de colza*, poudre à lever : carbonates de sodium et carbonates d'ammonium, sel marin. Traces éventuelles d'oeuf, de fruits à coque, de graines de sésame, d'arachide et de soja. *Ingrédient issu de l'agriculture biologique.|2085|25|26|4.1|7.5|0.92|||||||||||||||||0|en:gluten,en:milk|E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Bio, U|Goûters fourrés aux fruits rouges|c|Sucre de canne*, farine de BLE*, farine de BLE complet*, huile de tournesol*, BEURRE*, LAIT* écrémé en poudre*, beurre de cacao*, OEUFS*, arôme naturel, poudre de fraise* 0.49%, poudre de framboise* 0.49% (équivalent à 4.4% de framboise, poudres à lever : carbonates d'ammonium - carbonates de sodium, poudre de betterave*, sel, épaississant : gomme d'accacia*, antioxydant : extraits de romarin*. Traces éventuelles de fruits à coque et de graines de sésame. * Ingrédient issu de l'agriculture biologique.|925|9.2|12.7|1.7|3.4|0.25|||||||||||||||||0|en:eggs,en:gluten,en:milk|E392 - Extrait de romarin,E414 - Gomme d'acacia,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Bio, U|Barquettes à la fraise|d|Sucre de canne*, sirop de sucre inverti*, farine de BLE 26%*, OEUFS 18%*, purée de fraise concentrée* 9%, purée de pomme*, huile de tournesol*, gélifiant : pectines, correcteurs d'acidité : tartrates de sodium et citrates de calcium, jus de citron concentré*, denrée alimentaire colorante : jus de sureau concentré*, acidifiant : acide citrique, arôme naturel, sel de mer, levure désactivée. * ingrédient issu de l'agriculture biologique Traces éventuelles de lait, de soja et de fruits à coque.|1514|5|52|1.9|5.5|0.41|||||||||||||||||0|en:eggs,en:gluten|E330 - Acide citrique,E333 - Citrates de calcium,E335 - Tartrate monosodique,E440 - Pectines|
Biscuits|U Bio, U|Palmiers pur beurre|e|Farine de BLE*, BEURRE* 29%, sucre roux de canne*, sel marin, poudre à lever : carbonates de sodium, levure désactivée. * Ingrédient issu de l'agriculture biologique.|2133|25|19.9|2.3|6.1|0.65|||||||||||||||||0|en:gluten,en:milk|E500 - Carbonates de sodium|
Biscuits|U Bio, U|Goûters Fourrés Chocolat au Lait|d|Farine de BLÉ* 49%, sucre de canne*, huile de tournesol*, poudre de LAIT écrémé*, chocolat au lait* 7.3%, beurre de cacao*, OEUFS*, BEURRE*, poudre de cacao maigre*, sel, poudres à lever : carbonates d'ammonium - carbonates de sodium, épaississant : gomme d'acacia*, émulsifiant : lécithines de tournesol, amidon de BLÉ*.|1962|18|29|2.2|8.6|0.56|||||||||||||||||0|en:eggs,en:milk|E322 - Lécithines,E414 - Gomme d'acacia,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Mat & Lou, U|Mini tartelettes chocolat au lait coeur fondant au lait|e|Farine de BLÉ 41.5%, chocolat au lait 23%, sucre, huile de palme, LAIT entier en poudre 4.9%%, graisse de coprah et de tournesol, LAIT écrémé en poudre 1.2%, LACTOSE, poudres à lever : carbonates d'ammonium et carbonates de sodium, sel, émulsifiant : lécithines de SOJA, arômes. Traces éventuelles d'oeufs et de fruits à coque.|2130|25|34|2.5|7.5|0.53|||||||||||||||||1|en:milk,en:soybeans|E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Mat & Lou, U|Biscuits goût fraise|d|Céréales 52%51%, farine de SEIGLE 1%), fourrage à la fraise 30%, sucre, matière grasse de palme, sirop de glucose, poudres à lever : carbonates d'ammonium - carbonates de sodium - phosphates de calcium, LAIT écrémé en poudre, sel, protéines de LAIT. Traces éventuelles d'oeufs et de fruits à coque. *Pourcentage exprimé dans le produit fini.|1682|6.9|32|3|4.5|0.5|||||||||||||||||1|en:gluten,en:milk|E120 - Acide carminique,E330 - Acide citrique,E331 - Citrates de sodium,E341 - Phosphates de calcium,E422 - Glycérol,E440 - Pectines,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|U Mat & Lou, U|Sablés fourrés parfum chocolat noisettes|d|farine de BLE* 48%, chocolat au lait 17.3%, sucre, huile de colza, amidon de BLE, BEURRE pâtissier, cacao en poudre, LAIT écrémé en poudre, farine de SEIGLE, OEUFS en poudre, sel, poudres à lever : carbonates de sodium - carbonates d'ammonium, émulsifiant : lécithines de tournesol, colorant : caramel ordinaire, arômes, acidifiant : acide citrique, sirop de glucose, stabilisant : glycérol. Traces éventuelles de fruits à coque|2004|20|27|3.1|6.9|0.5|||||||||||||||||0|en:eggs,en:gluten,en:milk|E150a - Caramel E150a,E322 - Lécithines,E330 - Acide citrique,E422 - Glycérol,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Valpibio|Sablés Sarrasins|d|Farine de sarrasin, * farine de riz complète*, fécule de pomme de terre*, graisse de palme non hydrogénée , sucre de canne complet* 10.5%, farine de sarrasin* 8.5%, sucre de canne*, maltodextrine*, émulsifiant, épaississant, poudre à lever. * Issus de l'agriculture biologique.|1958|17|18|1.7|3.9|0.0499999999999999|||||||||||||||||1||E322 - Lécithines,E415 - Gomme xanthane,E503 - Carbonates d'ammonium|
Biscuits|Vecteur Santé|Biscuits Fruits des bois ss sucre/sel bio 225g|c|Farine intégrale de _blé_, farine de _blé_, extrait de _blé_, huile de palme, fraises, fruits des bois, raisins, poudre à lever, arôme biologique fruits des bois.|1807|17|15|6.3|7.6|0|||||||||||||||||1|blé, blé, blé|E503 - Carbonates d'ammonium|
Biscuits|Vedere|Petits soufflés Amandes|d|Sucre, _amandes_ 20%, farine de _blé_, blanc d’_œufs_.     |1917|13|47||8.8|0.08|||||||||||||||||0|amandes, blé, œufs||
Biscuits|Védère|Sablés Pur Beurre|e|Farine de _blé_ 50%, _beurre_ concentré 25%, sucre. _oeufs_. jaunes d'œufs, poudres à lever. sel. caramel. colorant: caroténoïdes.|2231|28|20||7.2|0.37|||||||||||||||||0|blé, beurre, oeufs|E160 - Caroténoïdes,E330 - Acide citrique,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Védère|Sablés des Pyrénées cannelle-noix|e|Farine de _blé_, vergeoise, _noix_ 18%, huile de colza, _beurre_, jaune d'_oeuf_, cannelle 0.6%. sucre invertl, sel, émulsifiant : mono et diglycérides  d'acides gras.  |2289|32|26||8.3|0.29|||||||||||||||||0|blé, noix, beurre, oeuf|E471 - Mono- et diglycérides d'acides gras alimentaires|
Biscuits|Védère|Gaufrettes parfum Noisette|e|Sucre, farine de _blé_, graisse de palme, arôme, colorants: bêta-carotène et carameI, sel. émulsiﬁant: lécithine de _soja_, poudre à lever: carbonate de magnésium.|2240|28|41||3.2|0.24|||||||||||||||||1|blé, soja|E160a - Bêta-carotène,E160ai - Bêta-carotène,E322 - Lécithines,E322i - Lécithine|
Biscuits|Véritable Délice,Aldi|Langue de Chat|e|Farine de _blé_, sucre, huile de palme, _lactose_ et protéines de _lait_, dextrose, sel, arôme, blanc d'_œuf_ en poudre, poudres à lever : carbonates de sodium - diphosphates.|1803|10|45|1.67|5.3|0.6|||||||||||||||||1|blé, lactose, lait, œuf|E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Biscuits|Winny|Biscuits fourrés parfum Chocolat|d|Farine de _blé_ 58%, sucre, graisses végétales, sirop de glucose, poudre de cacao maigre 2%, poudres à lever, sel, poudre de _lait_ écrémé, protéines de _lait_.|1872|14|29.1|2.6|6.4|0.81|||||||||||||||||1|blé, lait, lait|E341 - Phosphates de calcium,E341i - Phosphate monocalcique,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Winny|Goûters secs|d|Farine de _blé_, sucre, matière grasse de palme, _lait_ écrémé en poudre, poudre à lever: carbonates d'ammonium - carbonates de sodium, diphosphates, sel, _lactosérum_ en poudre, émulsifiant : esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras, arôme, agent de traitement de la farine : _disulfite_ de sodium.|1669|5.3|26.5||8.1|1.37|||||||||||||||||1|en:gluten,en:milk,fr:Disulfite|E223 - Disulfite de sodium,E450 - Sels métalliques de diphosphates,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Winny|Barquettes à la fraise|d|Biscuit 50% : Farine de _blé_, _oeufs_, sucre, stabilisant, sirop de glucose, huile de colza, sel, arôme. Nappage Fraise 50% : sirop de glucose-fructose de _blé_, sucre, purée et jus de fraise à base de concentré 28%, purée de pommes 10%, gélifiant : pectines, acidifiant : acide citrique, arôme fraise, correcteurs d'acidité : citrate de sodium et lactate de calcium, colorant : anthocyanes.|1493|4.7|51.5|1.5|4.9|0.53|||||||||||||||||0|blé, oeufs, blé|E163 - Anthocyanes,E327 - Lactate de calcium,E330 - Acide citrique,E331 - Citrates de sodium,E420 - Sorbitol,E420ii - Sirop de sorbitol,E440 - Pectines|
Biscuits|Winny|Biscuit avec tablette parfum Chocolat lait|e|Farine de blé, sucre, matière grasse végétale hydrogénée, matière grasse végétale, lactosérum en poudre, cacao maigre en poudre 3.1%, lait écrémé en poudre, lactose, sirop de glucose, poudre à lever : carbonates d'ammonium et carbonates de sodium, acidifiant :a code citrique, sel, arômes, émulsifiant : lécithines.|2100|22.9|39.2|2.4|5.5|0.49022|||||||||||||||||1||E322 - Lécithines,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|Winny|Barquettes au chocolat et aux noisettes|d|Biscuit 50% : farine de _blé_, _œufs_, sucre, huile de colza, sirop de sucre inverti, poudres à lever, sel. Nappage au chocolat et à la _noisette_ 50% : sucre, chocolat en poudre 24%, huile de colza, pâte de _noisettes_ 13%, poudre de _lait_ écrémé, émulsifiant, correcteur d'acidité, arômes.|2064|24|44|2.3|8.1|0.51|||||||||||||||||0|blé, œufs, noisette, noisettes, lait, soja|E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E341 - Phosphates de calcium,E500 - Carbonates de sodium|
Biscuits|Winny|Assortiment de biscuits|e|Farine de _blé_, sucre, graisse végétale, dextrose de _blé_, cacao maigre, sel, poudre à lever : carbonate acide de sodium et carbonate acide d'ammonium, arôme.  Couverture cacao : graisse végétale, sucre, cacao maigre, émulsifiant : lécithine de _soja_. Nappage : Sirop de glucose, sucre, fructose, gélifiant : pectine, acidifiant : acide citrique, arôme, colorants : jus de sureau et E120.|1980|18|24|2.5|7|0.5|||||||||||||||||1|blé, blé, soja|E120 - Acide carminique,E322 - Lécithines,E322i - Lécithine,E330 - Acide citrique,E440 - Pectines,E440i - Pectine,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Biscuits|auchan|Goûters cacao|e|Farine de blé**49%, sucre de canne roux**, huiles végétales non hydrogénées**, _lait_ écrémé en poudre**, poudre de cacao** 6%, _oeufs_ entiers**, poudres à lever : carbonates d'ammonium - carbonates de sodium, sel fin non raffiné, épaississant : gomme d'acacia**. **biologiques. Traces éventuelles de fruits à coque.|2017|20.3|28.6|4.2|8.8|0.6|||||||||||||||||1|gluten, lait, oeufs|E414 - Gomme d'acacia,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Biscuits|carrefour|Goûters dorés Fraise X'TREM Carrefour|d|_farine de blé_, sucre, sirop de glucose-fructose, huilde de colza, purées concentrées de fruits 4.4%), stabilisant: glycérol, _beurre_ pâtissier, gélifiant: pecticines, émulsifiant: lécithines, poudre à lever: carbonates de sodium et diphosphates, sel, correcteurs d'acidité, colorant: anthocyanes, arôme, poudre de _lait_ écrémé, _oeufs_|1761|13|37|2|3.9|0.8|||||||||||||||||0|farine de blé, beurre, lait, oeufs|E163 - Anthocyanes,E322 - Lécithines,E330 - Acide citrique,E331 - Citrates de sodium,E333 - Citrates de calcium,E422 - Glycérol,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
